ID Major Occupation Group,Major Occupation Group,ID Minor Occupation Group,Minor Occupation Group,ID Broad Occupation,Broad Occupation,ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Record Count,Slug Detailed Occupation,PUMS Industry,ID PUMS Industry,Slug PUMS Industry,ID Industry Sector,Industry Sector,Slug Industry Sector,ID Industry Sub-Sector,Industry Sub-Sector,Slug Industry Sub-Sector
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","49904X","Industrial & refractory machinery mechanics",2016,"2016","true","true",5801,1869.8963215056751,56167.41268746768,10577.135447908671,50,"industrial-refractory-machinery-mechanics","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","474031","Fence erectors",2016,"2016","true","true",26064,3963.2946532286346,30346.448741559238,3355.4793865540164,196,"fence-erectors","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","190000","Life, physical, & social science occupations","191020","Biological scientists",2016,"2016","true","true",399,490.41146032341493,51285.97744360902,41605.29975710141,5,"biological-scientists","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499044","Millwrights",2016,"2016","true","true",8880,2313.491875136975,59148.21959459459,7485.217639854015,105,"millwrights","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","474041","Hazardous materials removal workers",2016,"2016","true","true",3717,1496.8059045418722,46685.4810330912,10783.246765378553,28,"hazardous-materials-removal-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","150000","Computer & mathematical occupations","151142","Network & computer systems administrators",2016,"2016","true","true",2001,1098.2350863096335,76954.3448275862,15561.497910240612,19,"network-computer-systems-administrators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499043","Maintenance workers, machinery",2016,"2016","true","true",1583,976.8161960825735,46800.71257106759,12900.585059257348,18,"maintenance-workers-machinery","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","474051","Highway maintenance workers",2016,"2016","true","true",90770,7394.5255984358,39725.60295251735,1928.7001109067194,1058,"highway-maintenance-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","170000","Architecture & engineering occupations","173031","Surveying & mapping technicians",2016,"2016","true","true",9718,2420.1857051078846,62471.27608561432,13206.814589672307,84,"surveying-mapping-technicians","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","150000","Computer & mathematical occupations","151143","Computer network architects (Legacy)",2016,"2016","true","true",488,542.3553652853467,96711.93032786885,21594.463126635525,5,"computer-network-architects-legacy","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499031","Home appliance repairers",2016,"2016","true","true",1375,910.3828213381595,53805.78690909091,13224.451320841965,13,"home-appliance-repairers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","170000","Architecture & engineering occupations","173020","Engineering technicians, except drafters",2016,"2016","true","true",11972,2686.211669865697,50495.52731373204,5947.723368953763,120,"engineering-technicians-except-drafters","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
